epoch 0, processed 0 samples, lr  0.0000010000 
Epoch: [0][0/640]	Data time 0.277(0.277)	Batch time 8.386(8.386)	Loss 25.0856(25.0856)	
Epoch: [1][0/40]	Data time 0.101(0.101)	Batch time 1.873(1.873)	Loss 8.3234(8.3234)	
Epoch: [1][20/40]	Data time 0.076(0.080)	Batch time 0.916(0.961)	Loss 7.0133(6.3131)	
epoch 2, processed 2560 samples, lr  0.0000010000 
Epoch: [2][0/640]	Data time 0.111(0.111)	Batch time 0.990(0.990)	Loss 4.1391(4.1391)	
Epoch: [2][20/640]	Data time 0.116(0.093)	Batch time 1.953(1.886)	Loss 1.4597(3.9243)	
Epoch: [2][40/640]	Data time 0.101(0.092)	Batch time 1.949(1.908)	Loss 11.5628(4.9488)	
Epoch: [2][60/640]	Data time 0.092(0.093)	Batch time 1.947(1.915)	Loss 1.7155(4.8086)	
Epoch: [2][80/640]	Data time 0.101(0.092)	Batch time 1.930(1.920)	Loss 3.3467(4.7548)	
Epoch: [2][100/640]	Data time 0.077(0.091)	Batch time 1.937(1.922)	Loss 3.8386(5.0611)	
Epoch: [2][120/640]	Data time 0.086(0.091)	Batch time 1.958(1.924)	Loss 5.9798(4.8253)	
Epoch: [2][140/640]	Data time 0.103(0.091)	Batch time 1.918(1.925)	Loss 2.3782(4.8395)	
Epoch: [2][160/640]	Data time 0.112(0.093)	Batch time 1.923(1.924)	Loss 4.9965(4.7312)	
Epoch: [2][180/640]	Data time 0.107(0.094)	Batch time 1.922(1.925)	Loss 3.3423(4.9004)	
Epoch: [2][200/640]	Data time 0.131(0.096)	Batch time 1.925(1.926)	Loss 8.0721(4.8719)	
Epoch: [2][220/640]	Data time 0.118(0.098)	Batch time 1.929(1.926)	Loss 6.7736(4.8731)	
Epoch: [2][240/640]	Data time 0.104(0.099)	Batch time 1.934(1.927)	Loss 3.1070(4.7650)	
Epoch: [2][260/640]	Data time 0.112(0.099)	Batch time 1.937(1.928)	Loss 1.6507(4.9225)	
Epoch: [2][280/640]	Data time 0.102(0.099)	Batch time 1.929(1.928)	Loss 2.0071(5.0632)	
Epoch: [2][300/640]	Data time 0.077(0.099)	Batch time 1.932(1.928)	Loss 2.9758(5.1141)	
Epoch: [2][320/640]	Data time 0.086(0.099)	Batch time 1.935(1.929)	Loss 2.4348(5.1709)	
Epoch: [2][340/640]	Data time 0.079(0.099)	Batch time 1.938(1.929)	Loss 2.4122(5.1403)	
Epoch: [2][360/640]	Data time 0.085(0.098)	Batch time 1.930(1.930)	Loss 5.3859(5.2624)	
Epoch: [2][380/640]	Data time 0.108(0.098)	Batch time 1.936(1.930)	Loss 13.0873(5.2145)	
Epoch: [2][400/640]	Data time 0.085(0.098)	Batch time 1.938(1.930)	Loss 4.7116(5.1521)	
Epoch: [2][420/640]	Data time 0.116(0.098)	Batch time 1.920(1.930)	Loss 1.2035(5.0723)	
Epoch: [2][440/640]	Data time 0.109(0.098)	Batch time 1.927(1.931)	Loss 3.2892(5.0311)	
Epoch: [2][460/640]	Data time 0.101(0.098)	Batch time 1.931(1.931)	Loss 4.1975(5.0515)	
Epoch: [2][480/640]	Data time 0.101(0.098)	Batch time 1.915(1.931)	Loss 2.1913(4.9398)	
Epoch: [2][500/640]	Data time 0.083(0.098)	Batch time 1.938(1.931)	Loss 2.9621(4.8928)	
Epoch: [2][520/640]	Data time 0.078(0.098)	Batch time 1.937(1.932)	Loss 3.4352(4.8334)	
Epoch: [2][540/640]	Data time 0.106(0.098)	Batch time 1.930(1.932)	Loss 2.2598(5.0010)	
Epoch: [2][560/640]	Data time 0.111(0.098)	Batch time 1.938(1.932)	Loss 9.6600(5.0946)	
Epoch: [2][580/640]	Data time 0.099(0.098)	Batch time 1.938(1.932)	Loss 4.2881(5.0655)	
Epoch: [2][600/640]	Data time 0.103(0.098)	Batch time 1.945(1.932)	Loss 21.8399(5.1674)	
Epoch: [2][620/640]	Data time 0.092(0.098)	Batch time 1.937(1.933)	Loss 3.1046(5.1202)	
epoch 2, processed 160 samples, lr  0.0000010000 
Epoch: [2][0/40]	Data time 0.096(0.096)	Batch time 1.913(1.913)	Loss 1.9733(1.9733)	
Epoch: [2][20/40]	Data time 0.092(0.100)	Batch time 0.962(1.013)	Loss 1.9065(8.0531)	
epoch 3, processed 3840 samples, lr  0.0000010000 
Epoch: [3][0/640]	Data time 0.099(0.099)	Batch time 0.997(0.997)	Loss 2.9000(2.9000)	
Epoch: [3][20/640]	Data time 0.079(0.089)	Batch time 1.956(1.884)	Loss 1.7000(6.4119)	
Epoch: [3][40/640]	Data time 0.083(0.088)	Batch time 1.957(1.905)	Loss 1.4707(5.4745)	
Epoch: [3][60/640]	Data time 0.107(0.089)	Batch time 1.955(1.913)	Loss 8.7727(6.4430)	
Epoch: [3][80/640]	Data time 0.096(0.089)	Batch time 1.957(1.922)	Loss 6.8785(5.9423)	
Epoch: [3][100/640]	Data time 0.114(0.091)	Batch time 1.970(1.927)	Loss 4.6854(5.6614)	
Epoch: [3][120/640]	Data time 0.098(0.091)	Batch time 1.951(1.927)	Loss 1.6230(5.4716)	
Epoch: [3][140/640]	Data time 0.096(0.091)	Batch time 1.957(1.929)	Loss 4.3794(5.3300)	
Epoch: [3][160/640]	Data time 0.078(0.090)	Batch time 1.956(1.929)	Loss 2.0870(5.3505)	
Epoch: [3][180/640]	Data time 0.092(0.090)	Batch time 1.956(1.930)	Loss 3.9984(5.3074)	
Epoch: [3][200/640]	Data time 0.085(0.090)	Batch time 1.950(1.931)	Loss 6.2205(5.2341)	
Epoch: [3][220/640]	Data time 0.115(0.091)	Batch time 1.951(1.931)	Loss 7.1202(5.1322)	
Epoch: [3][240/640]	Data time 0.085(0.090)	Batch time 1.960(1.932)	Loss 2.8426(5.0907)	
Epoch: [3][260/640]	Data time 0.101(0.090)	Batch time 1.940(1.932)	Loss 2.7839(5.0273)	
Epoch: [3][280/640]	Data time 0.094(0.090)	Batch time 1.960(1.932)	Loss 2.5304(5.0088)	
Epoch: [3][300/640]	Data time 0.089(0.090)	Batch time 1.950(1.933)	Loss 4.0863(4.9142)	
Epoch: [3][320/640]	Data time 0.101(0.090)	Batch time 1.952(1.933)	Loss 1.4503(4.8414)	
Epoch: [3][340/640]	Data time 0.129(0.090)	Batch time 1.949(1.933)	Loss 2.8666(4.7878)	
Epoch: [3][360/640]	Data time 0.090(0.090)	Batch time 1.953(1.933)	Loss 1.4192(4.7543)	
Epoch: [3][380/640]	Data time 0.115(0.091)	Batch time 1.953(1.933)	Loss 4.7460(4.6748)	
Epoch: [3][400/640]	Data time 0.096(0.091)	Batch time 1.954(1.933)	Loss 8.2166(4.5823)	
Epoch: [3][420/640]	Data time 0.086(0.091)	Batch time 1.951(1.933)	Loss 0.9949(4.5946)	
Epoch: [3][440/640]	Data time 0.087(0.091)	Batch time 1.960(1.933)	Loss 8.8658(4.5753)	
Epoch: [3][460/640]	Data time 0.090(0.091)	Batch time 1.956(1.933)	Loss 4.3341(4.5644)	
Epoch: [3][480/640]	Data time 0.113(0.091)	Batch time 1.950(1.933)	Loss 3.4445(4.5222)	
Epoch: [3][500/640]	Data time 0.080(0.091)	Batch time 1.955(1.933)	Loss 1.0992(4.6105)	
Epoch: [3][520/640]	Data time 0.096(0.092)	Batch time 1.950(1.933)	Loss 5.6711(4.6280)	
Epoch: [3][540/640]	Data time 0.088(0.092)	Batch time 1.947(1.933)	Loss 1.3215(4.6312)	
Epoch: [3][560/640]	Data time 0.079(0.092)	Batch time 1.951(1.933)	Loss 1.0154(4.6254)	
Epoch: [3][580/640]	Data time 0.083(0.092)	Batch time 1.955(1.933)	Loss 4.2098(4.5998)	
Epoch: [3][600/640]	Data time 0.101(0.092)	Batch time 1.952(1.932)	Loss 3.3793(4.5436)	
Epoch: [3][620/640]	Data time 0.110(0.093)	Batch time 1.951(1.932)	Loss 31.5588(4.5389)	
epoch 3, processed 240 samples, lr  0.0000010000 
Epoch: [3][0/40]	Data time 0.096(0.096)	Batch time 1.942(1.942)	Loss 2.5746(2.5746)	
Epoch: [3][20/40]	Data time 0.089(0.084)	Batch time 0.973(1.014)	Loss 1.9946(6.1329)	
epoch 4, processed 5120 samples, lr  0.0000010000 
Epoch: [4][0/640]	Data time 0.235(0.235)	Batch time 1.114(1.114)	Loss 3.2282(3.2282)	
Epoch: [4][20/640]	Data time 0.103(0.105)	Batch time 1.930(1.895)	Loss 4.0951(3.1447)	
Epoch: [4][40/640]	Data time 0.116(0.103)	Batch time 1.931(1.914)	Loss 1.6639(2.8217)	
Epoch: [4][60/640]	Data time 0.093(0.100)	Batch time 1.928(1.922)	Loss 1.8973(2.9274)	
Epoch: [4][80/640]	Data time 0.094(0.098)	Batch time 1.928(1.925)	Loss 0.9524(3.1158)	
Epoch: [4][100/640]	Data time 0.094(0.097)	Batch time 1.935(1.927)	Loss 1.6568(3.2786)	
Epoch: [4][120/640]	Data time 0.120(0.097)	Batch time 1.930(1.929)	Loss 2.8627(3.3116)	
Epoch: [4][140/640]	Data time 0.120(0.098)	Batch time 1.935(1.931)	Loss 6.6527(3.6152)	
Epoch: [4][160/640]	Data time 0.120(0.100)	Batch time 1.938(1.932)	Loss 4.8540(3.5866)	
Epoch: [4][180/640]	Data time 0.107(0.101)	Batch time 1.935(1.932)	Loss 1.4693(3.7009)	
Epoch: [4][200/640]	Data time 0.115(0.101)	Batch time 1.934(1.932)	Loss 1.8904(3.9408)	
Epoch: [4][220/640]	Data time 0.079(0.102)	Batch time 1.933(1.933)	Loss 8.3825(4.0176)	
Epoch: [4][240/640]	Data time 0.094(0.102)	Batch time 1.929(1.933)	Loss 17.0399(4.1628)	
Epoch: [4][260/640]	Data time 0.082(0.102)	Batch time 1.913(1.932)	Loss 2.3268(4.0647)	
Epoch: [4][280/640]	Data time 0.098(0.102)	Batch time 1.924(1.932)	Loss 3.1884(4.1171)	
Epoch: [4][300/640]	Data time 0.097(0.101)	Batch time 1.926(1.932)	Loss 9.6103(4.1389)	
Epoch: [4][320/640]	Data time 0.090(0.101)	Batch time 1.938(1.932)	Loss 1.1312(4.0420)	
Epoch: [4][340/640]	Data time 0.117(0.101)	Batch time 1.928(1.932)	Loss 1.0733(4.0918)	
Epoch: [4][360/640]	Data time 0.115(0.101)	Batch time 1.927(1.932)	Loss 2.0800(4.1998)	
Epoch: [4][380/640]	Data time 0.099(0.100)	Batch time 1.931(1.932)	Loss 1.2996(4.1547)	
Epoch: [4][400/640]	Data time 0.143(0.100)	Batch time 1.934(1.932)	Loss 2.8831(4.1265)	
Epoch: [4][420/640]	Data time 0.108(0.100)	Batch time 1.933(1.933)	Loss 2.1206(4.1745)	
Epoch: [4][440/640]	Data time 0.090(0.099)	Batch time 1.938(1.933)	Loss 6.5571(4.1448)	
Epoch: [4][460/640]	Data time 0.095(0.099)	Batch time 1.931(1.933)	Loss 1.8866(4.1789)	
Epoch: [4][480/640]	Data time 0.093(0.099)	Batch time 1.935(1.933)	Loss 7.1482(4.1679)	
Epoch: [4][500/640]	Data time 0.100(0.099)	Batch time 1.929(1.933)	Loss 2.7911(4.1499)	
Epoch: [4][520/640]	Data time 0.105(0.099)	Batch time 1.940(1.933)	Loss 3.5315(4.1320)	
Epoch: [4][540/640]	Data time 0.094(0.099)	Batch time 1.933(1.933)	Loss 1.9533(4.0812)	
Epoch: [4][560/640]	Data time 0.089(0.099)	Batch time 1.940(1.933)	Loss 1.2613(4.0903)	
Epoch: [4][580/640]	Data time 0.114(0.099)	Batch time 1.928(1.933)	Loss 4.4359(4.0595)	
Epoch: [4][600/640]	Data time 0.106(0.099)	Batch time 1.930(1.933)	Loss 2.9416(4.1182)	
Epoch: [4][620/640]	Data time 0.083(0.099)	Batch time 1.933(1.933)	Loss 5.7638(4.1032)	
epoch 4, processed 320 samples, lr  0.0000010000 
Epoch: [4][0/40]	Data time 0.240(0.240)	Batch time 1.921(1.921)	Loss 0.7790(0.7790)	
Epoch: [4][20/40]	Data time 0.078(0.088)	Batch time 0.947(0.997)	Loss 1.8437(3.3433)	
epoch 5, processed 6400 samples, lr  0.0000010000 
Epoch: [5][0/640]	Data time 0.269(0.269)	Batch time 1.124(1.124)	Loss 3.6189(3.6189)	
Epoch: [5][20/640]	Data time 0.088(0.109)	Batch time 1.907(1.892)	Loss 0.8153(4.2400)	
Epoch: [5][40/640]	Data time 0.097(0.105)	Batch time 1.914(1.910)	Loss 7.7100(4.2314)	
Epoch: [5][60/640]	Data time 0.074(0.101)	Batch time 1.911(1.917)	Loss 3.0476(3.7460)	
Epoch: [5][80/640]	Data time 0.091(0.101)	Batch time 1.905(1.920)	Loss 3.5244(3.8347)	
Epoch: [5][100/640]	Data time 0.090(0.100)	Batch time 1.902(1.922)	Loss 3.0214(3.6141)	
Epoch: [5][120/640]	Data time 0.097(0.099)	Batch time 1.903(1.923)	Loss 1.3357(3.6279)	
Epoch: [5][140/640]	Data time 0.098(0.099)	Batch time 1.905(1.925)	Loss 1.7576(3.5432)	
Epoch: [5][160/640]	Data time 0.095(0.098)	Batch time 1.904(1.925)	Loss 1.8983(3.5387)	
Epoch: [5][180/640]	Data time 0.077(0.098)	Batch time 1.909(1.926)	Loss 2.3344(3.5304)	
Epoch: [5][200/640]	Data time 0.081(0.098)	Batch time 1.904(1.927)	Loss 4.1477(3.5487)	
Epoch: [5][220/640]	Data time 0.090(0.098)	Batch time 1.909(1.928)	Loss 3.7588(3.5767)	
Epoch: [5][240/640]	Data time 0.088(0.097)	Batch time 1.907(1.928)	Loss 3.6251(3.5792)	
Epoch: [5][260/640]	Data time 0.090(0.097)	Batch time 1.909(1.928)	Loss 3.0758(3.5390)	
Epoch: [5][280/640]	Data time 0.122(0.097)	Batch time 2.093(1.930)	Loss 2.9744(3.6064)	
Epoch: [5][300/640]	Data time 0.100(0.097)	Batch time 1.899(1.931)	Loss 4.1750(3.8215)	
Epoch: [5][320/640]	Data time 0.087(0.097)	Batch time 1.912(1.931)	Loss 2.3563(3.8870)	
Epoch: [5][340/640]	Data time 0.075(0.097)	Batch time 1.899(1.931)	Loss 5.3785(3.8321)	
Epoch: [5][360/640]	Data time 0.111(0.097)	Batch time 1.903(1.931)	Loss 2.3575(3.7794)	
Epoch: [5][380/640]	Data time 0.079(0.097)	Batch time 1.906(1.931)	Loss 2.8446(3.7941)	
Epoch: [5][400/640]	Data time 0.084(0.097)	Batch time 1.905(1.931)	Loss 2.8944(3.8374)	
Epoch: [5][420/640]	Data time 0.105(0.097)	Batch time 1.908(1.931)	Loss 17.1691(3.8579)	
Epoch: [5][440/640]	Data time 0.095(0.097)	Batch time 1.904(1.931)	Loss 6.3042(3.8556)	
Epoch: [5][460/640]	Data time 0.099(0.097)	Batch time 1.906(1.931)	Loss 2.0604(3.8867)	
Epoch: [5][480/640]	Data time 0.108(0.098)	Batch time 1.907(1.931)	Loss 3.0272(3.9087)	
Epoch: [5][500/640]	Data time 0.138(0.098)	Batch time 1.906(1.931)	Loss 2.3563(3.8630)	
Epoch: [5][520/640]	Data time 0.113(0.099)	Batch time 1.909(1.931)	Loss 1.3750(3.8521)	
Epoch: [5][540/640]	Data time 0.108(0.099)	Batch time 1.909(1.930)	Loss 11.0816(3.8303)	
Epoch: [5][560/640]	Data time 0.088(0.099)	Batch time 1.909(1.930)	Loss 1.7750(3.8144)	
Epoch: [5][580/640]	Data time 0.090(0.099)	Batch time 1.907(1.930)	Loss 1.0440(3.8366)	
Epoch: [5][600/640]	Data time 0.083(0.099)	Batch time 1.924(1.930)	Loss 5.9320(3.8135)	
Epoch: [5][620/640]	Data time 0.091(0.099)	Batch time 1.912(1.930)	Loss 0.8680(3.8288)	
epoch 5, processed 400 samples, lr  0.0000010000 
Epoch: [5][0/40]	Data time 0.096(0.096)	Batch time 1.890(1.890)	Loss 33.8047(33.8047)	
Epoch: [5][20/40]	Data time 0.077(0.078)	Batch time 0.916(0.964)	Loss 5.1123(5.4191)	
epoch 6, processed 7680 samples, lr  0.0000010000 
Epoch: [6][0/640]	Data time 0.126(0.126)	Batch time 1.007(1.007)	Loss 1.7213(1.7213)	
Epoch: [6][20/640]	Data time 0.086(0.098)	Batch time 1.930(1.888)	Loss 6.0941(4.1014)	
Epoch: [6][40/640]	Data time 0.090(0.095)	Batch time 1.928(1.910)	Loss 1.1911(3.8369)	
Epoch: [6][60/640]	Data time 0.083(0.096)	Batch time 1.939(1.919)	Loss 0.9687(3.8754)	
Epoch: [6][80/640]	Data time 0.093(0.096)	Batch time 1.934(1.924)	Loss 3.1823(3.7534)	
Epoch: [6][100/640]	Data time 0.091(0.096)	Batch time 1.929(1.927)	Loss 5.9699(3.7270)	
Epoch: [6][120/640]	Data time 0.100(0.096)	Batch time 1.926(1.928)	Loss 3.2425(3.5632)	
Epoch: [6][140/640]	Data time 0.117(0.096)	Batch time 1.921(1.929)	Loss 3.0771(3.5013)	
Epoch: [6][160/640]	Data time 0.088(0.097)	Batch time 1.921(1.928)	Loss 2.5970(3.5346)	
Epoch: [6][180/640]	Data time 0.106(0.097)	Batch time 1.920(1.928)	Loss 8.7828(3.5345)	
Epoch: [6][200/640]	Data time 0.073(0.098)	Batch time 1.925(1.928)	Loss 3.0153(3.5671)	
Epoch: [6][220/640]	Data time 0.096(0.099)	Batch time 1.926(1.928)	Loss 1.0270(3.6207)	
Epoch: [6][240/640]	Data time 0.132(0.100)	Batch time 1.925(1.928)	Loss 2.3011(3.6134)	
Epoch: [6][260/640]	Data time 0.098(0.100)	Batch time 1.926(1.928)	Loss 2.3951(3.6302)	
Epoch: [6][280/640]	Data time 0.126(0.101)	Batch time 1.920(1.928)	Loss 2.7943(3.5429)	
Epoch: [6][300/640]	Data time 0.120(0.101)	Batch time 1.913(1.927)	Loss 1.7919(3.6269)	
Epoch: [6][320/640]	Data time 0.104(0.101)	Batch time 1.920(1.927)	Loss 2.9486(3.6834)	
Epoch: [6][340/640]	Data time 0.110(0.101)	Batch time 1.914(1.927)	Loss 6.1799(3.6500)	
Epoch: [6][360/640]	Data time 0.088(0.101)	Batch time 1.914(1.927)	Loss 2.5986(3.6323)	
Epoch: [6][380/640]	Data time 0.114(0.102)	Batch time 1.924(1.927)	Loss 5.0789(3.7408)	
Epoch: [6][400/640]	Data time 0.128(0.102)	Batch time 1.919(1.927)	Loss 2.4772(3.7224)	
Epoch: [6][420/640]	Data time 0.078(0.102)	Batch time 1.913(1.927)	Loss 1.7053(3.7329)	
Epoch: [6][440/640]	Data time 0.103(0.102)	Batch time 1.913(1.927)	Loss 1.3787(3.7684)	
Epoch: [6][460/640]	Data time 0.122(0.102)	Batch time 1.916(1.927)	Loss 3.1590(3.7765)	
Epoch: [6][480/640]	Data time 0.095(0.102)	Batch time 1.927(1.926)	Loss 2.5530(3.7637)	
Epoch: [6][500/640]	Data time 0.124(0.102)	Batch time 1.913(1.926)	Loss 2.3947(3.7968)	
Epoch: [6][520/640]	Data time 0.104(0.102)	Batch time 1.915(1.926)	Loss 1.4447(3.7775)	
Epoch: [6][540/640]	Data time 0.095(0.102)	Batch time 1.922(1.926)	Loss 1.5423(3.7475)	
Epoch: [6][560/640]	Data time 0.107(0.102)	Batch time 1.923(1.926)	Loss 0.8135(3.6860)	
Epoch: [6][580/640]	Data time 0.103(0.102)	Batch time 1.913(1.926)	Loss 2.3757(3.6392)	
Epoch: [6][600/640]	Data time 0.106(0.102)	Batch time 1.925(1.926)	Loss 1.6749(3.5998)	
Epoch: [6][620/640]	Data time 0.104(0.102)	Batch time 1.924(1.926)	Loss 4.9440(3.6133)	
epoch 6, processed 480 samples, lr  0.0000010000 
Epoch: [6][0/40]	Data time 0.091(0.091)	Batch time 1.913(1.913)	Loss 0.8264(0.8264)	
Epoch: [6][20/40]	Data time 0.074(0.077)	Batch time 0.920(0.978)	Loss 2.6166(4.6347)	
epoch 7, processed 8960 samples, lr  0.0000010000 
Epoch: [7][0/640]	Data time 0.128(0.128)	Batch time 1.021(1.021)	Loss 1.8827(1.8827)	
Epoch: [7][20/640]	Data time 0.127(0.103)	Batch time 1.950(1.872)	Loss 2.9230(2.7131)	
Epoch: [7][40/640]	Data time 0.098(0.105)	Batch time 1.923(1.894)	Loss 5.7213(3.1908)	
